"CIK","COMPANY_NAME","FORM_TYPE","DATE_FILED","EDGAR_LINK","QUARTER","TICKER","SIC","EXCHANGE","HITS","YEAR"
1302343,"Education Realty Trust  Inc ","10-K","2015-02-27","edgar/data/1302343/0001302343-15-000066.txt",1,"EDR","6798","NYSE","0",2015
1302573,"OncoMed Pharmaceuticals Inc","10-K","2015-03-12","edgar/data/1302573/0001193125-15-089346.txt",1,"OMED","2834","NASDAQ","1",2015
1302707,"Horizon Lines  Inc ","10-K","2015-03-13","edgar/data/1302707/0001193125-15-090783.txt",1,"HRZ","4400","NYSE","0",2015
1303313,"LHC Group  Inc","10-K","2015-03-11","edgar/data/1303313/0001303313-15-000005.txt",1,"LHCG","8082","NASDAQ","1",2015
1303330,"China Housing   Land Development  Inc ","10-K","2015-03-31","edgar/data/1303330/0001144204-15-020158.txt",1,"CHLN","1520","NASDAQ","1",2015
13033,"Comjoyful International Co","10-K","2015-03-30","edgar/data/13033/0001144204-15-019158.txt",1,"KJFI","6770","OTCBB","0",2015
1303652,"Tableau Software Inc","10-K","2015-02-27","edgar/data/1303652/0001303652-15-000009.txt",1,"DATA","7372","NYSE","2",2015
1303942,"BankFinancial CORP","10-K","2015-02-20","edgar/data/1303942/0001303942-15-000011.txt",1,"BFIN","6035","NASDAQ","1",2015
1304161,"Pharma Bio Serv  Inc ","10-K","2015-01-29","edgar/data/1304161/0001354488-15-000359.txt",1,"PBSV","8742","OTC","0",2015
1304421,"Consolidated Communications Holdings  Inc ","10-K","2015-03-02","edgar/data/1304421/0001104659-15-015377.txt",1,"CNSL","4813","NASDAQ","2",2015
1304464,"Crestwood Midstream Partners LP","10-K","2015-03-02","edgar/data/1304464/0001304464-15-000003.txt",1,"CMLP","4922","NYSE","0",2015
1304740,"Bridge Capital Holdings","10-K","2015-03-04","edgar/data/1304740/0001104659-15-016475.txt",1,"BBNK","6021","NASDAQ","1",2015
1305168,"ARC DOCUMENT SOLUTIONS  INC ","10-K","2015-03-13","edgar/data/1305168/0001305168-15-000009.txt",1,"ARC","7330","NYSE","0",2015
1305253,"Celladon Corp","10-K","2015-03-31","edgar/data/1305253/0001193125-15-112793.txt",1,"CLDN","2836","NASDAQ","1",2015
1305294,"QLIK TECHNOLOGIES INC","10-K","2015-02-27","edgar/data/1305294/0001193125-15-069646.txt",1,"QLIK","7372","NASDAQ","1",2015
1305323,"Bridgepoint Education Inc","10-K","2015-03-10","edgar/data/1305323/0001305323-15-000014.txt",1,"BPI","8200","NYSE","0",2015
1306830,"Celanese Corp","10-K","2015-02-06","edgar/data/1306830/0001306830-15-000022.txt",1,"CE","2820","NYSE","0",2015
1307579,"LIQTECH INTERNATIONAL INC","10-K","2015-03-25","edgar/data/1307579/0001437749-15-005998.txt",1,"BMOM","3590","NYSE","0",2015
1307752,"VirtualScopics  Inc ","10-K","2015-03-31","edgar/data/1307752/0001144204-15-019803.txt",1,"VSCP","3841","NASDAQ","1",2015
1307954,"Huntsman CORP","10-K","2015-02-18","edgar/data/1307954/0001047469-15-000900.txt",1,"HUN","2800","NYSE","0",2015
1307969,"B Green Innovations  Inc ","10-K","2015-03-31","edgar/data/1307969/0001607062-15-000150.txt",1,"IVOC","7373","","0",2015
1308137,"BLACKSANDS PETROLEUM  INC ","10-K","2015-02-11","edgar/data/1308137/0001477932-15-001077.txt",1,"BSPE","1311","OTC","0",2015
1308208,"Universal Truckload Services  Inc ","10-K","2015-03-16","edgar/data/1308208/0001193125-15-093987.txt",1,"UACL","4213","NASDAQ","1",2015
1308606,"Spirit Realty Capital  Inc ","10-K","2015-02-27","edgar/data/1308606/0001308606-15-000029.txt",1,"SRC","6512","NYSE","0",2015
1308710,"Jayhawk Energy  Inc ","10-K","2015-01-13","edgar/data/1308710/0001056520-15-000002.txt",1,"JYHW","1311","OTC","0",2015
1309108,"WEX Inc ","10-K","2015-02-26","edgar/data/1309108/0001309108-15-000016.txt",1,"WEX","7389","NYSE","0",2015
1309141,"SYDYS CORP","10-K","2015-02-17","edgar/data/1309141/0001551163-15-000021.txt",1,"SYYC","7310","OTC","0",2015
1309141,"SYDYS CORP","10-K","2015-02-17","edgar/data/1309141/0001551163-15-000025.txt",1,"SYYC","7310","OTC","0",2015
1309402,"Green Plains Inc ","10-K","2015-02-10","edgar/data/1309402/0001309402-15-000007.txt",1,"GPRE","2860","NASDAQ","2",2015
1309442,"InsPro Technologies Corp","10-K","2015-03-31","edgar/data/1309442/0001571049-15-002489.txt",1,"HBDT","7372","","0",2015
1310067,"SEARS HOLDINGS CORP","10-K","2015-03-17","edgar/data/1310067/0001310067-15-000009.txt",1,"SHLD","5311","NASDAQ","1",2015
1310114,"SERVICESOURCE INTERNATIONAL  INC ","10-K","2015-03-16","edgar/data/1310114/0001310114-15-000004.txt",1,"SREV","7389","NASDAQ","1",2015
1310982,"Park Place Energy Corp ","10-K","2015-03-31","edgar/data/1310982/0001062993-15-001650.txt",1,"PKPL","1311","OTC","0",2015
1311230,"SOLAZYME INC","10-K","2015-03-06","edgar/data/1311230/0001555667-15-000031.txt",1,"SZYM","2860","NASDAQ","1",2015
1311241,"INTERMOLECULAR INC","10-K","2015-02-27","edgar/data/1311241/0001311241-15-000022.txt",1,"IMI","3674","NASDAQ","1",2015
1311370,"Lazard Ltd","10-K","2015-02-27","edgar/data/1311370/0001193125-15-066358.txt",1,"LAZ","6282","NYSE","0",2015
1311596,"Regado Biosciences Inc","10-K","2015-02-12","edgar/data/1311596/0001193125-15-046763.txt",1,"RGDO","2834","NASDAQ","0",2015
1311673,"Yacht Finders  Inc ","10-K","2015-03-26","edgar/data/1311673/0001145443-15-000447.txt",1,"YTFD","7389","OTC","0",2015
1313275,"BRIGHTCOVE INC","10-K","2015-03-05","edgar/data/1313275/0001144204-15-014313.txt",1,"BCOV","7374","NASDAQ","1",2015
1313918,"CIFC Corp ","10-K","2015-03-18","edgar/data/1313918/0001313918-15-000011.txt",1,"CIFC","6199","NASDAQ","1",2015
1314196,"OLB GROUP  INC ","10-K","2015-03-23","edgar/data/1314196/0001213900-15-001997.txt",1,"OLBG","7372","OTC","0",2015
1314223,"Amber Road  Inc ","10-K","2015-03-13","edgar/data/1314223/0001314223-15-000007.txt",1,"AMBR"," Inc.","7372","NYSE",2015
1314475,"SPARK NETWORKS INC","10-K","2015-03-16","edgar/data/1314475/0001564590-15-001686.txt",1,"LOV","7389","NYSE MKT","0",2015
1314772,"Summer Infant  Inc ","10-K","2015-03-04","edgar/data/1314772/0001047469-15-001609.txt",1,"SUMR","3990","NASDAQ","1",2015
1315255,"GTT Communications  Inc ","10-K","2015-03-13","edgar/data/1315255/0001315255-15-000006.txt",1,"MPAQ","4813","NASDAQ","0",2015
1315257,"Koppers Holdings Inc ","10-K","2015-03-02","edgar/data/1315257/0001193125-15-073376.txt",1,"KOP","2400","NYSE","1",2015
1315399,"PARKE BANCORP  INC ","10-K","2015-03-20","edgar/data/1315399/0000946275-15-000035.txt",1,"PKBK","6022","NASDAQ","1",2015
1315657,"XOOM Corp","10-K","2015-03-02","edgar/data/1315657/0001558370-15-000240.txt",1,"XOOM","6099","NASDAQ","1",2015
13156,"Galaxy Gaming  Inc ","10-K","2015-03-31","edgar/data/13156/0001564590-15-002286.txt",1,"GLXZ","7900","OTC","0",2015
1316175,"Anthera Pharmaceuticals Inc","10-K","2015-03-16","edgar/data/1316175/0001214659-15-002302.txt",1,"ANTH","2834","NASDAQ","1",2015
1316360,"IHS Inc ","10-K","2015-01-16","edgar/data/1316360/0001316360-15-000007.txt",1,"IHS","7370","NYSE","0",2015
1316517,"Kandi Technologies Group  Inc ","10-K","2015-03-16","edgar/data/1316517/0001062993-15-001343.txt",1,"KNDI","3711","NASDAQ","1",2015
1316645,"American CareSource Holdings  Inc ","10-K","2015-03-31","edgar/data/1316645/0001171843-15-001751.txt",1,"ANCI"," Inc.","8090","NASDAQ",2015
1316656,"Dresser Rand Group Inc ","10-K","2015-02-27","edgar/data/1316656/0001562762-15-000051.txt",1,"DRC","3510","NYSE","1",2015
1316835,"Builders FirstSource  Inc ","10-K","2015-03-03","edgar/data/1316835/0001564590-15-001235.txt",1,"BLDR","5211","NASDAQ","1",2015
1316898,"JAMBA  INC ","10-K","2015-03-30","edgar/data/1316898/0001144204-15-019089.txt",1,"JMBA","5810","NASDAQ","1",2015
1317630,"ITC Holdings Corp ","10-K","2015-02-26","edgar/data/1317630/0001628280-15-001100.txt",1,"ITC","4911","NYSE","0",2015
1317839,"Golden Opportunities CORP","10-K","2015-03-16","edgar/data/1317839/0001477932-15-001716.txt",1,"GOOO","7389","OTC","0",2015
1317945,"Omega Flex  Inc ","10-K","2015-03-13","edgar/data/1317945/0001376474-15-000040.txt",1,"OFLX","3430","NASDAQ","7",2015
1318008,"Zumiez Inc","10-K","2015-03-17","edgar/data/1318008/0001193125-15-095010.txt",1,"ZUMZ","5600","NASDAQ","2",2015
1318084,"Core Mark Holding Company  Inc ","10-K","2015-03-02","edgar/data/1318084/0001318084-15-000004.txt",1,"CORE","5141","NASDAQ","1",2015
1318268,"Madison Technologies Inc ","10-K","2015-03-31","edgar/data/1318268/0001493152-15-001102.txt",1,"MDEX","1400","OTC","0",2015
1318482,"SHOAL GAMES LTD ","10-K","2015-03-26","edgar/data/1318482/0001318482-15-000004.txt",1,"BNGOF","7900","OTC","0",2015
1318568,"Global Cash Access Holdings  Inc ","10-K","2015-03-16","edgar/data/1318568/0001047469-15-002295.txt",1,"GCA","6199","NYSE","0",2015
1318605,"TESLA MOTORS INC","10-K","2015-02-26","edgar/data/1318605/0001564590-15-001031.txt",1,"TSLA","3711","NASDAQ","34",2015
1318641,"CLEVELAND BIOLABS INC","10-K","2015-02-27","edgar/data/1318641/0001193125-15-067307.txt",1,"CBLI","8731","NASDAQ","1",2015
1319009,"Midway Gold Corp","10-K","2015-03-16","edgar/data/1319009/0001319009-15-000003.txt",1,"MDW","1040","NYSE MKT","0",2015
1319229,"TransMontaigne Partners L P ","10-K","2015-03-12","edgar/data/1319229/0001558370-15-000324.txt",1,"TLP","4610","NYSE","0",2015
1319947,"DSW Inc ","10-K","2015-03-26","edgar/data/1319947/0001319947-15-000012.txt",1,"DSW","5661","NYSE","1",2015
1320414,"SELECT MEDICAL HOLDINGS CORP","10-K","2015-02-25","edgar/data/1320414/0001047469-15-001194.txt",1,"SEM","8060","NYSE","0",2015
1320461,"Cooper Standard Holdings Inc ","10-K","2015-02-24","edgar/data/1320461/0001320461-15-000038.txt",1,"CPS","3714","NYSE","0",2015
1320695,"TreeHouse Foods  Inc ","10-K","2015-02-19","edgar/data/1320695/0001193125-15-054186.txt",1,"THS","2030","NYSE","1",2015
1320854,"FreightCar America  Inc ","10-K","2015-03-13","edgar/data/1320854/0001193125-15-091243.txt",1,"RAIL","3743","NASDAQ","1",2015
1321070,"Ottawa Savings Bancorp  Inc ","10-K","2015-03-30","edgar/data/1321070/0001437749-15-006307.txt",1,"OTTW","6035","OTCBB","0",2015
1321646,"Kraton Performance Polymers  Inc ","10-K","2015-02-25","edgar/data/1321646/0001321646-15-000027.txt",1,"KRA","2821","NYSE","2",2015
1321834,"Akers Biosciences Inc","10-K","2015-03-23","edgar/data/1321834/0001493152-15-000954.txt",1,"AKER","2835","NASDAQ","3",2015
1322705,"Spansion Inc ","10-K","2015-02-11","edgar/data/1322705/0001437749-15-002287.txt",1,"CODE","3674","NYSE","1",2015
1323468,"GLOBAL PARTNERS LP","10-K","2015-03-13","edgar/data/1323468/0001047469-15-002167.txt",1,"GLP","5171","NYSE","0",2015
1323648,"Community Bankers Trust Corp","10-K","2015-03-13","edgar/data/1323648/0001144204-15-015846.txt",1,"ESXB","6022","NASDAQ","1",2015
1323885,"AtriCure  Inc ","10-K","2015-03-02","edgar/data/1323885/0001193125-15-073256.txt",1,"ATRC","3841","NASDAQ","1",2015
1324189,"Orchids Paper Products CO  DE","10-K","2015-03-09","edgar/data/1324189/0001437749-15-004472.txt",1,"TIS","2621","NYSE MKT","0",2015
1324272,"Ruths Hospitality Group  Inc ","10-K","2015-03-10","edgar/data/1324272/0001437749-15-004629.txt",1,"RUTH","5812","NASDAQ","1",2015
1324404,"CF Industries Holdings  Inc ","10-K","2015-02-26","edgar/data/1324404/0001628280-15-001077.txt",1,"CF","2870","NYSE","1",2015
1324410,"Guaranty Bancorp","10-K","2015-02-18","edgar/data/1324410/0001324410-15-000015.txt",1,"GBNK","6022","NASDAQ","1",2015
1324424,"Expedia  Inc ","10-K","2015-02-06","edgar/data/1324424/0001193125-15-035706.txt",1,"EXPE","4700","NASDAQ","2",2015
1324736,"HOLLOMAN ENERGY CORP","10-K","2015-03-31","edgar/data/1324736/0001354488-15-001461.txt",1,"ENEC","1311","","0",2015
1325281,"KAPSTONE PAPER   PACKAGING CORP","10-K","2015-02-27","edgar/data/1325281/0001047469-15-001379.txt",1,"KS","2621","","0",2015
1325618,"IRADIMED CORP","10-K","2015-03-23","edgar/data/1325618/0001104659-15-021769.txt",1,"IRMD","3841","NASDAQ","1",2015
1325670,"Southern National Bancorp of Virginia Inc","10-K","2015-03-13","edgar/data/1325670/0001571049-15-001924.txt",1,"SONA","6022","NASDAQ","1",2015
1325702,"MAGNACHIP SEMICONDUCTOR Corp","10-K","2015-02-12","edgar/data/1325702/0001193125-15-046730.txt",1,"MX","3674","NYSE","0",2015
1325879,"AVEO PHARMACEUTICALS INC","10-K","2015-03-06","edgar/data/1325879/0001193125-15-079651.txt",1,"AVEO","2834","NASDAQ","1",2015
1325955,"Alon USA Energy  Inc ","10-K","2015-03-13","edgar/data/1325955/0001325955-15-000019.txt",1,"ALJ","2911","NYSE","0",2015
1325964,"Lightwave Logic  Inc ","10-K","2015-03-24","edgar/data/1325964/0001553350-15-000254.txt",1,"LWLG","3080","OTC","0",2015
1326160,"Duke Energy CORP","10-K","2015-03-02","edgar/data/1326160/0001326160-15-000008.txt",1,"DUK","4931","NYSE","3",2015
1326190,"PHARMATHENE  INC","10-K","2015-03-11","edgar/data/1326190/0001144204-15-015393.txt",1,"PIP","2834","NYSE MKT","0",2015
1326200,"GENCO SHIPPING   TRADING LTD","10-K","2015-03-02","edgar/data/1326200/0001104659-15-015859.txt",1,"GSTL","4412","NYSE","0",2015
1326380,"GameStop Corp ","10-K","2015-03-30","edgar/data/1326380/0001326380-15-000078.txt",1,"GME","5734","NYSE","1",2015
1326428,"LINN ENERGY  LLC","10-K","2015-02-19","edgar/data/1326428/0001326428-15-000008.txt",1,"LINE","1311","NASDAQ","2",2015
1326583,"WebMD Health Corp ","10-K","2015-02-27","edgar/data/1326583/0001193125-15-070081.txt",1,"WBMD","7389","NASDAQ","1",2015
1326732,"Xencor Inc","10-K","2015-02-20","edgar/data/1326732/0001558370-15-000112.txt",1,"XNCR","2834","NASDAQ","1",2015
1326801,"Facebook Inc","10-K","2015-01-29","edgar/data/1326801/0001326801-15-000006.txt",1,"FB","7370","NASDAQ","41",2015
1327068,"United States Oil Fund  LP","10-K","2015-03-02","edgar/data/1327068/0001144204-15-013258.txt",1,"USO","6221","NYSE ARCA","0",2015
1327318,"TrueCar  Inc ","10-K","2015-03-12","edgar/data/1327318/0001558370-15-000322.txt",1,"TRUE"," Inc.","7370","NASDAQ",2015
1327467,"Celator Pharmaceuticals Inc","10-K","2015-03-17","edgar/data/1327467/0001144204-15-016717.txt",1,"CPXX","2834","","1",2015
1327603,"Vestin Realty Mortgage II  Inc","10-K","2015-03-31","edgar/data/1327603/0001327603-15-000006.txt",1,"VRTB","6798","NASDAQ","1",2015
1327811,"Workday  Inc ","10-K","2015-03-25","edgar/data/1327811/0001327811-15-000006.txt",1,"WDAY","7374","NYSE","0",2015
1328015,"Imprivata Inc","10-K","2015-03-11","edgar/data/1328015/0001193125-15-087481.txt",1,"IMPR","7372","","0",2015
1328143,"Adamas Pharmaceuticals Inc","10-K","2015-03-03","edgar/data/1328143/0001047469-15-001576.txt",1,"ADMS","2834","","7",2015
1328300,"Vestin Realty Mortgage I  Inc ","10-K","2015-03-31","edgar/data/1328300/0001328300-15-000004.txt",1,"VRTA","6798","NASDAQ","1",2015
1328571,"NTELOS HOLDINGS CORP ","10-K","2015-02-26","edgar/data/1328571/0001328571-15-000013.txt",1,"NTLS","4813","NASDAQ","1",2015
1328581,"BOISE CASCADE Co","10-K","2015-02-25","edgar/data/1328581/0001328581-15-000032.txt",1,"BCC","5030","NYSE","0",2015
1328598,"CURRENCYSHARES EURO TRUST","10-K","2015-01-14","edgar/data/1328598/0001193125-15-010592.txt",1,"FXE","6221","NYSE ARCA","0",2015
1329799,"SQUARE 1 FINANCIAL INC","10-K","2015-03-20","edgar/data/1329799/0001329799-15-000043.txt",1,"SQBK","6022","","1",2015
1330849,"HERCULES OFFSHORE  INC ","10-K","2015-03-02","edgar/data/1330849/0001330849-15-000019.txt",1,"HERO","1381","NASDAQ","2",2015
1331301,"BOULDER BRANDS  INC ","10-K","2015-02-26","edgar/data/1331301/0001331301-15-000003.txt",1,"BDBD","2000","NASDAQ","1",2015
1331520,"HOME BANCSHARES INC","10-K","2015-02-27","edgar/data/1331520/0001193125-15-068181.txt",1,"HOMB","6022","NASDAQ","1",2015
1331745,"TAL International Group  Inc ","10-K","2015-02-19","edgar/data/1331745/0001331745-15-000007.txt",1,"TAL","7359","NYSE","0",2015
1331875,"Fidelity National Financial  Inc ","10-K","2015-03-02","edgar/data/1331875/0001331875-15-000009.txt",1,"FNT","6361","NYSE","0",2015
1332349,"Brookdale Senior Living Inc ","10-K","2015-02-25","edgar/data/1332349/0001332349-15-000015.txt",1,"BKD","8050","NYSE","0",2015
1332551,"Resource Capital Corp ","10-K","2015-03-02","edgar/data/1332551/0001332551-15-000005.txt",1,"RSO","6798","NYSE","0",2015
1333170,"NxStage Medical  Inc ","10-K","2015-02-26","edgar/data/1333170/0001193125-15-064412.txt",1,"NXTM","3845","NASDAQ","1",2015
1333274,"MERCER INTERNATIONAL INC ","10-K","2015-02-13","edgar/data/1333274/0001193125-15-050364.txt",1,"MERC","2611","NASDAQ","2",2015
1333493,"eHealth  Inc ","10-K","2015-03-16","edgar/data/1333493/0001333493-15-000016.txt",1,"EHTH","6411","NASDAQ","1",2015
1333513,"Dealertrack Technologies  Inc","10-K","2015-02-25","edgar/data/1333513/0001144204-15-011777.txt",1,"TRAK","7373","NASDAQ","1",2015
1333563,"FORCE MINERALS CORP","10-K","2015-03-03","edgar/data/1333563/0001333563-15-000005.txt",1,"NUNC","1400","","0",2015
1334036,"Crocs  Inc ","10-K","2015-03-02","edgar/data/1334036/0001047469-15-001519.txt",1,"CROX","3021","NASDAQ","3",2015
1334126,"Guitammer Co","10-K","2015-03-13","edgar/data/1334126/0001477932-15-001706.txt",1,"GTMM","3931","OTCBB","0",2015
1334478,"NCI  Inc ","10-K","2015-02-17","edgar/data/1334478/0000950123-15-002934.txt",1,"NCIT","7373","NASDAQ","1",2015
1334814,"ZILLOW INC","10-K","2015-02-17","edgar/data/1334814/0001193125-15-050643.txt",1,"Z","7389","NASDAQ","2",2015
1334978,"Clear Channel Outdoor Holdings  Inc ","10-K","2015-02-19","edgar/data/1334978/0001334978-15-000007.txt",1,"CCO","7310","NYSE","1",2015
1335190,"MAGNUM HUNTER RESOURCES CORP","10-K","2015-03-02","edgar/data/1335190/0001335190-15-000024.txt",1,"MHR","1311","NYSE","1",2015
1335236,"Atlas America Public  15 2005  A  L P ","10-K","2015-03-31","edgar/data/1335236/0001564590-15-002220.txt",1,"ATLS","1311","NYSE","1",2015
1335258,"Live Nation Entertainment  Inc ","10-K","2015-02-26","edgar/data/1335258/0001335258-15-000026.txt",1,"LYV","7900","NYSE","1",2015
1335293,"Cyalume Technologies Holdings  Inc ","10-K","2015-03-31","edgar/data/1335293/0001144204-15-020071.txt",1,"CYLU","3640","OTC","0",2015
1336047,"Boardwalk Pipeline Partners  LP","10-K","2015-02-20","edgar/data/1336047/0001336047-15-000017.txt",1,"BWP","4922","NYSE","1",2015
1336339,"Atlas America Public  14 2005  A  L P ","10-K","2015-03-31","edgar/data/1336339/0001564590-15-002218.txt",1,"ATLS","1311","NYSE","1",2015
1336545,"AMERICAN APPAREL  INC","10-K","2015-03-25","edgar/data/1336545/0001336545-15-000022.txt",1,"APP","6770","NYSE MKT","2",2015
1336917,"Under Armour  Inc ","10-K","2015-02-20","edgar/data/1336917/0001336917-15-000006.txt",1,"UARM","2300","NYSE","8",2015
1336920,"Leidos Holdings  Inc ","10-K","2015-03-25","edgar/data/1336920/0001336920-15-000010.txt",1,"LDOS","7373","NYSE","0",2015
1337013,"InfuSystem Holdings  Inc","10-K","2015-03-09","edgar/data/1337013/0001193125-15-083157.txt",1,"INFU","3841","NYSE MKT","0",2015
1337182,"Breezer Ventures Inc ","10-K","2015-01-14","edgar/data/1337182/0001372167-15-000005.txt",1,"BRZV","5812","OTC","0",2015
1337298,"FutureFuel Corp ","10-K","2015-03-13","edgar/data/1337298/0001437749-15-004958.txt",1,"FF","2860","NYSE","5",2015
1337553,"AERIE PHARMACEUTICALS INC","10-K","2015-02-27","edgar/data/1337553/0001628280-15-001188.txt",1,"AERI","2836","NASDAQ","4",2015
1337619,"ENVESTNET  INC ","10-K","2015-03-02","edgar/data/1337619/0001047469-15-001517.txt",1,"ENV","7389","NYSE","0",2015
1338042,"Aegerion Pharmaceuticals  Inc ","10-K","2015-03-02","edgar/data/1338042/0001193125-15-073654.txt",1,"AEGR","2834","NASDAQ","4",2015
1338065,"DCP Midstream Partners  LP","10-K","2015-02-25","edgar/data/1338065/0001338065-15-000017.txt",1,"DPM","4922","NYSE","0",2015
1338095,"NephroGenex  Inc ","10-K","2015-03-24","edgar/data/1338095/0001338095-15-000016.txt",1,"NRX"," Inc.","2834","NASDAQ",2015
1338242,"Cornerworld Corp","10-K","2015-03-31","edgar/data/1338242/0001161697-15-000148.txt",1,"CWRL","7385","OTC","0",2015
1338613,"Regency Energy Partners LP","10-K","2015-02-27","edgar/data/1338613/0001338613-15-000008.txt",1,"RGP","1311","NYSE","1",2015
1338749,"POTLATCH CORP","10-K","2015-02-13","edgar/data/1338749/0001338749-15-000008.txt",1,"PCH","6798","NASDAQ","1",2015
1339048,"Western Refining  Inc ","10-K","2015-03-02","edgar/data/1339048/0001339048-15-000018.txt",1,"WNR","2911","NYSE","1",2015
1339605,"H E Equipment Services  Inc ","10-K","2015-02-26","edgar/data/1339605/0001193125-15-065622.txt",1,"HEES","7350","NASDAQ","2",2015
1340122,"Calumet Specialty Products Partners  L P ","10-K","2015-03-02","edgar/data/1340122/0001340122-15-000007.txt",1,"CLMT","2911","NASDAQ","2",2015
1340127,"Carbonite Inc","10-K","2015-03-10","edgar/data/1340127/0001340127-15-000011.txt",1,"CARB","7374","NASDAQ","1",2015
1340282,"Rosetta Resources Inc ","10-K","2015-02-24","edgar/data/1340282/0001564590-15-000844.txt",1,"ROSE","1311","NASDAQ","2",2015
1340652,"ChemoCentryx  Inc ","10-K","2015-03-13","edgar/data/1340652/0001193125-15-090602.txt",1,"CCXI","2834","NASDAQ","1",2015
1340786,"Fuel Systems Solutions  Inc ","10-K","2015-03-12","edgar/data/1340786/0001564590-15-001538.txt",1,"FSYS","3714","NASDAQ","1",2015
1341141,"CatchMark Timber Trust  Inc ","10-K","2015-03-06","edgar/data/1341141/0001341141-15-000021.txt",1,"CTT","6798","NYSE","1",2015
1341235,"Aldeyra Therapeutics  Inc ","10-K","2015-03-23","edgar/data/1341235/0001193125-15-101703.txt",1,"ALDX"," Inc.","2834","NASDAQ",2015
1341318,"LAKE SHORE BANCORP  INC ","10-K","2015-03-27","edgar/data/1341318/0001341318-15-000014.txt",1,"LSBK","6035","NASDAQ","1",2015
1342126,"Morgans Hotel Group Co ","10-K","2015-03-13","edgar/data/1342126/0001564590-15-001671.txt",1,"MHGC","7011","NASDAQ","1",2015
1342423,"Limoneira CO","10-K","2015-01-12","edgar/data/1342423/0001144204-15-001805.txt",1,"LMNR","100","NASDAQ","1",2015
1342514,"Atlas America Series 26 2005 L P ","10-K","2015-03-31","edgar/data/1342514/0001564590-15-002244.txt",1,"ATLS","1311","NYSE","1",2015
1342792,"WORLDWIDE STRATEGIES INC","10-K","2015-02-17","edgar/data/1342792/0000949353-15-000041.txt",1,"WWSI","4899","","0",2015
1342936,"Advanced Voice Recognition Systems  Inc","10-K","2015-03-31","edgar/data/1342936/0001342936-15-000010.txt",1,"SMYD","1311","","0",2015
1342958,"DIGITAL ALLY INC","10-K","2015-03-23","edgar/data/1342958/0001493152-15-000962.txt",1,"DGLY","3663","NASDAQ","1",2015
1343034,"TWO RIVER BANCORP","10-K","2015-03-31","edgar/data/1343034/0001437749-15-006389.txt",1,"TRCB","6022","NASDAQ","1",2015
1343979,"CIRQUE ENERGY  INC ","10-K","2015-01-12","edgar/data/1343979/0001144204-15-001770.txt",1,"EWRL","2721","OTC","0",2015
1344413,"Alexza Pharmaceuticals Inc ","10-K","2015-03-13","edgar/data/1344413/0001193125-15-091455.txt",1,"ALXA","2834","NASDAQ","2",2015
1344596,"American Railcar Industries  Inc ","10-K","2015-02-20","edgar/data/1344596/0001344596-15-000006.txt",1,"ARII","3743","NASDAQ","5",2015
1344980,"Alliance Holdings GP  L P ","10-K","2015-02-27","edgar/data/1344980/0001104659-15-014982.txt",1,"AHGP","1221","NASDAQ","1",2015
1345016,"YELP INC","10-K","2015-02-27","edgar/data/1345016/0001206774-15-000650.txt",1,"YELP","7200","NYSE","0",2015
1345122,"Compass Group Diversified Holdings LLC","10-K","2015-03-02","edgar/data/1345122/0001345126-15-000005.txt",1,"CODI","3714","NYSE","0",2015
1345126,"Compass Diversified Holdings","10-K","2015-03-02","edgar/data/1345126/0001345126-15-000005.txt",1,"CODI","3714","NYSE","0",2015
1345801,"Nuveen Diversified Commodity Fund","10-K","2015-03-13","edgar/data/1345801/0001193125-15-090962.txt",1,"CFD","6221","NYSE MKT","0",2015
1346830,"Cara Therapeutics  Inc ","10-K","2015-03-27","edgar/data/1346830/0001193125-15-107249.txt",1,"CARA","2834","NASDAQ","1",2015
1347022,"POSITIVEID Corp","10-K","2015-03-30","edgar/data/1347022/0001144204-15-019431.txt",1,"PSID","3669","OTC","0",2015
1347178,"Vanda Pharmaceuticals Inc ","10-K","2015-03-13","edgar/data/1347178/0001193125-15-091300.txt",1,"VNDA","2834","NASDAQ","1",2015
1347218,"Atlas Energy  L P ","10-K","2015-02-27","edgar/data/1347218/0001564590-15-001051.txt",1,"ATLS","4922","NYSE","1",2015
1347613,"SYNERGY PHARMACEUTICALS  INC ","10-K","2015-03-16","edgar/data/1347613/0001104659-15-020147.txt",1,"SGYP","2834","NASDAQ","1",2015
1347652,"CorEnergy Infrastructure Trust  Inc ","10-K","2015-03-16","edgar/data/1347652/0001347652-15-000002.txt",1,"CORR","6799","NYSE","2",2015
1347858,"22nd Century Group  Inc ","10-K","2015-02-06","edgar/data/1347858/0001144204-15-006466.txt",1,"XXII","2111","OTCBB","1",2015
1348259,"VALIDUS HOLDINGS LTD","10-K","2015-02-24","edgar/data/1348259/0001348259-15-000025.txt",1,"VR","6331","NYSE","0",2015
1348324,"LDR HOLDING CORP","10-K","2015-02-20","edgar/data/1348324/0001348324-15-000021.txt",1,"LDRH","3841","NASDAQ","1",2015
1349436,"SANDRIDGE ENERGY INC","10-K","2015-02-27","edgar/data/1349436/0001349436-15-000082.txt",1,"SD","1311","NYSE","0",2015
1349437,"TOWERSTREAM CORP","10-K","2015-03-12","edgar/data/1349437/0001437749-15-004899.txt",1,"TWER","4899","NASDAQ","1",2015
1349454,"TRULIA  INC ","10-K","2015-03-02","edgar/data/1349454/0001193125-15-070992.txt",1,"TRLA","7374","NYSE","1",2015
