ticker,name,lastsale,marketcap,ipoyear,sector,industry
SEDG,"SolarEdge Technologies, Inc.",49.95,2250000000.0,2015.0,Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",2.7,53370000.0,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW,"Soleno Therapeutics, Inc.",0.4184,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLGL,Sol-Gel Technologies Ltd.,7.71,146100000.0,2018.0,Health Care,Major Pharmaceuticals
SLDB,Solid Biosciences Inc.,39.21,1390000000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNGX,"Soligenix, Inc.",1.03,9010000.0,,Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",0.29,,,Health Care,Major Pharmaceuticals
SONC,Sonic Corp.,34.93,1300000000.0,1991.0,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",2.25,10560000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",2.5,16050000.0,,Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.17,,,Health Care,Major Pharmaceuticals
SPHS,"Sophiris Bio, Inc.",2.83,85210000.0,2013.0,Health Care,Major Pharmaceuticals
SORL,"SORL Auto Parts, Inc.",4.91,94790000.0,,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",7.1,820020000.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,7.1,100260000.0,,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,25.16,,,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,25.2906,,,Consumer Services,Real Estate Investment Trusts
SOHOK,Sotherly Hotels LP,25.82,,,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",38.55,97300000.0,,Finance,Savings Institutions
SSB,South State Corporation,86.9,3200000000.0,,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",46.3,341770000.0,,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",39.87,358690000.0,,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",17.82,428240000.0,,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",33.95,1190000000.0,,Finance,Major Banks
SP,SP Plus Corporation,37.05,838690000.0,,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",1.23,25400000.0,,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",10.55,365310000.0,2014.0,Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",23.3035,,,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",87.99,3290000000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",15.05,531169999.0,,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,25.78,926060000.0,,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,23.6949,148690000.0,,,
SPPI,"Spectrum Pharmaceuticals, Inc.",21.32,2220000000.0,,Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",16.08,231190000.0,2017.0,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,0.439,6320000.0,,Technology,EDP Services
SPEX,Spherix Incorporated,1.0462,8910000.0,,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",0.4001,29010000.0,,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",37.06,2530000000.0,,Transportation,Air Freight/Delivery Services
STXB,"Spirit of Texas Bancshares, Inc.",20.51,200720000.0,2018.0,Finance,Major Banks
SPLK,Splunk Inc.,99.15,14380000000.0,2012.0,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",15.15,303190000.0,,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.14,220170000.0,2014.0,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",12.22,160920000.0,2016.0,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",7.78,193530000.0,,Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",22.04,2910000000.0,2013.0,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",75.14,1300000000.0,2010.0,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",52.54,12510000000.0,2010.0,Technology,Computer Software: Prepackaged Software
SSLJ,SSLJ.com Limited,3.85,169400000.0,2018.0,Finance,Diversified Commercial Services
SSRM,SSR Mining Inc.,10.15,1220000000.0,,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,31.25,1300000000.0,,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",1.37,5830000.0,1996.0,Technology,Professional Services
STMP,Stamps.com Inc.,257.05,4610000000.0,1999.0,Miscellaneous,Business Services
STND,Standard AVB Financial Corp.,30.1808,144770000.0,,Finance,Major Banks
SBLK,Star Bulk Carriers Corp.,12.95,830870000.0,,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,25.62,,,Transportation,Marine Transportation
SBUX,Starbucks Corporation,48.77,67300000000.0,1992.0,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,30.19,1290000000.0,1991.0,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,33.08,1290000000.0,,Finance,Major Banks
STDY,SteadyMed Ltd.,4.525,120240000.0,2015.0,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",3.98,158650000.0,2005.0,Transportation,Marine Transportation
STCN,"Steel Connect, Inc.",2.09,126940000.0,,Miscellaneous,Business Services
STLD,"Steel Dynamics, Inc.",45.22,10670000000.0,1996.0,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",2.17,103880000.0,1992.0,Consumer Services,Clothing/Shoe/Accessory Stores
STLR,Stellar Acquisition III Inc.,10.38,58720000.0,2016.0,Technology,EDP Services
STLRU,Stellar Acquisition III Inc.,10.55,,2016.0,Technology,EDP Services
STLRW,Stellar Acquisition III Inc.,0.1701,,2016.0,Technology,EDP Services
SBOT,"Stellar Biotechnologies, Inc.",1.81,9260000.0,,Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",16.6,502550000.0,2013.0,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",64.99,5560000000.0,1996.0,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",48.67,,,Basic Industries,Environmental Services
SBT,"Sterling Bancorp, Inc.",13.59,720310000.0,2017.0,Finance,Savings Institutions
STRL,Sterling Construction Company Inc,13.02,351800000.0,,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",54.05,3160000000.0,1993.0,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,11.0,95420000.0,,Finance,Major Banks
SFIX,"Stitch Fix, Inc.",26.43,2590000000.0,2017.0,Consumer Services,Catalog/Specialty Distribution
SYBT,"Stock Yards Bancorp, Inc.",38.7,879720000.0,,Finance,Major Banks
BANX,StoneCastle Financial Corp,22.8899,149850000.0,,,
SSKN,"Strata Skin Sciences, Inc.",1.95,55580000.0,,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",19.62,1050000000.0,1994.0,Technology,Computer peripheral equipment
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,24.19,,,,
STRT,Strattec Security Corporation,31.0,114820000.0,,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,30.7,250310000.0,,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",116.39,1320000000.0,1996.0,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",1.41,28250000.0,,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,5.8,264100000.0,2015.0,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",1.34,25040000.0,,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",27.49,342750000.0,,Finance,Major Banks
SSBI,Summit State Bank,15.5,94030000.0,2006.0,,
SMMT,Summit Therapeutics plc,2.6,42630000.0,2015.0,Health Care,Major Pharmaceuticals
SNHY,Sun Hydraulics Corporation,48.49,1530000000.0,1997.0,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,5.48,376350000.0,,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",2.17,75650000.0,2005.0,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",8.65,751560000.0,,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,7.7,1080000000.0,2005.0,Technology,Semiconductors
RUN,Sunrun Inc.,14.18,1550000000.0,2015.0,Capital Goods,Industrial Specialties
SUNW,"Sunworks, Inc.",1.075,27570000.0,,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",24.1,1170000000.0,2007.0,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",1.97,29470000.0,,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,0.98,12080000.0,1993.0,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Group of Companies, Inc.",21.15,323750000.0,,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",53.4,2770000000.0,2012.0,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",2.82,52830000.0,2000.0,Technology,EDP Services
SURF,"Surface Oncology, Inc.",16.85,465010000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGRY,"Surgery Partners, Inc.",15.15,741030000.0,2015.0,Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",58.15,770950000.0,1998.0,Health Care,Medical/Dental Instruments
SIVB,SVB Financial Group,289.02,15310000000.0,,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",29.58,1270000000.0,1996.0,Technology,EDP Services
SYMC,Symantec Corporation,20.81,12930000000.0,1989.0,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",2.075,80500000.0,2012.0,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,19.95,174710000.0,,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,48.8,1690000000.0,2002.0,Technology,Semiconductors
SNDX,"Syndax Pharmaceuticals, Inc.",7.1,175410000.0,2016.0,Health Care,Major Pharmaceuticals
SYNH,"Syneos Health, Inc.",47.55,4890000000.0,2014.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SGYP,"Synergy Pharmaceuticals, Inc.",1.8,444130000.0,,Health Care,Major Pharmaceuticals
SYBX,"Synlogic, Inc.",10.52,267740000.0,2015.0,,
SNPS,"Synopsys, Inc.",86.27,12860000000.0,1992.0,Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",34.46,2880000000.0,1997.0,Technology,EDP Services
SES,"Synthesis Energy Systems, Inc.",3.2689999999999997,35960000.0,,Basic Industries,Major Chemicals
SYPR,"Sypris Solutions, Inc.",1.6,34240000.0,,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",10.97,357380000.0,2016.0,Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",115.73,28020000000.0,1986.0,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",7.62,328710000.0,2014.0,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",66.63,1330000000.0,2016.0,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",54.78,990110000.0,2016.0,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,1.7452,9720000.0,1995.0,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",118.15,13510000000.0,1997.0,Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,60.19,1780000000.0,2016.0,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",21.99,1100000000.0,2013.0,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",7.6,69770000.0,,Consumer Non-Durables,Apparel
TANH,Tantech Holdings Ltd.,2.87,82380000.0,2015.0,Basic Industries,Major Chemicals
TAOP,Taoping Inc.,1.33,54210000.0,,Technology,Computer Software: Prepackaged Software
TPIV,TapImmune Inc.,9.54,121800000.0,,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",7.83,441840000.0,2014.0,Consumer Services,Other Consumer Services
TATT,TAT Technologies Ltd.,7.8,71160000.0,,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",10.3543,35840000.0,,Capital Goods,Industrial Machinery/Components
CGBD,"TCG BDC, Inc.",17.08,1070000000.0,2017.0,,
TCPC,TCP Capital Corp.,14.7,864740000.0,2012.0,,
AMTD,TD Ameritrade Holding Corporation,53.99,30640000000.0,1997.0,Finance,Investment Bankers/Brokers/Service
PETZ,"TDH Holdings, Inc.",5.48,51640000.0,2017.0,Consumer Non-Durables,Packaged Foods
TECD,Tech Data Corporation,81.69,3130000000.0,1986.0,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,4.7,8690000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",29.04,798520000.0,2007.0,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,8.45,309090000.0,2012.0,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,3.66,90840000.0,2014.0,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",5.5,246090000.0,2010.0,Capital Goods,Industrial Machinery/Components
TLGT,"Teligent, Inc.",3.77,201740000.0,,Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,8.71,1990000000.0,,Energy,Oil & Gas Production
TENX,"Tenax Therapeutics, Inc.",6.33,9200000.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TERP,"TerraForm Power, Inc.",11.63,2430000000.0,2014.0,Public Utilities,Electric Utilities: Central
TBNK,Territorial Bancorp Inc.,31.33,304960000.0,2009.0,Finance,Savings Institutions
TSRO,"TESARO, Inc.",43.52,2390000000.0,2012.0,Health Care,Major Pharmaceuticals
TSLA,"Tesla, Inc. ",310.86,52780000000.0,2010.0,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,17.2,144940000.0,1994.0,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",59.55,3310000000.0,1991.0,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",3.91,201870000.0,2013.0,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",91.2,4530000000.0,2003.0,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",25.51,,,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.421,152530000.0,,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",77.0,,,Finance,Major Banks
TXN,Texas Instruments Incorporated,108.91,106610000000.0,,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",66.03,4720000000.0,2004.0,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,15.82,4440000000.0,,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",13.25,1030000000.0,,Health Care,Major Pharmaceuticals
ANDE,"The Andersons, Inc.",34.35,972110000.0,,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",10.55,594040000.0,,Finance,Major Banks
BPRN,The Bank of Princeton,34.79,230950000.0,,,
CG,The Carlyle Group L.P.,22.35,7490000000.0,2012.0,Finance,Investment Managers
TCGP,The Carlyle Group L.P.,23.95,,,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,56.27,2580000000.0,1992.0,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",28.95,830940000.0,2011.0,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,36.18,201680000.0,,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,32.5,2500000000.0,,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",2.3162,38030000.0,,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",37.27,1930000000.0,2007.0,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,7.23,117140000.0,2013.0,Capital Goods,Industrial Machinery/Components
FBMS,"The First Bancshares, Inc.",36.55,477560000.0,,Finance,Major Banks
FLIC,The First of Long Island Corporation,25.25,640020000.0,,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,23.27,5580000000.0,,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",10.5,273520000.0,2014.0,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",16.38,481720000.0,,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",30.0,3250000000.0,,Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.59,40420000.0,,,
INTG,The Intergroup Corporation,27.25,64040000.0,,Consumer Services,Building operators
JYNT,The Joint Corp.,8.08,109840000.0,2014.0,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,9.29,463570000.0,2010.0,Technology,EDP Services
KHC,The Kraft Heinz Company,62.64,76370000000.0,,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,25.69,2570000.0,,,
LOVE,The Lovesac Company,20.59,266170000.0,2018.0,Consumer Services,Other Specialty Stores
MSG,The Madison Square Garden Company,316.33,7490000000.0,2015.0,Consumer Services,Services-Misc. Amusement & Recreation
MDCO,The Medicines Company,36.13,2660000000.0,2000.0,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",4.68,339280000.0,,Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",19.26,3510000000.0,2014.0,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,104.19,5800000000.0,,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",57.35,1700000000.0,1986.0,Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,36.57,3660000.0,,,
STKS,"The ONE Group Hospitality, Inc.",2.3575,64480000.0,,Consumer Services,Restaurants
ORG,The Organics ETF,32.3656,,,,
PRSC,The Providence Service Corporation,81.42,1050000000.0,2003.0,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,80.1,2500000000.0,,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,15.05,1060000000.0,,Consumer Non-Durables,Packaged Foods
SMPLW,The Simply Good Foods Company,4.36,,,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,36.65,6210000000.0,,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",91.0,3830000000.0,2016.0,Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",259.08,7930000000.0,1998.0,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,33.1,426810000.0,,Public Utilities,Water Supply
NCTY,The9 Limited,1.02,7880000.0,2004.0,Miscellaneous,Business Services
TXMD,"TherapeuticsMD, Inc.",6.32,1370000000.0,,Health Care,Major Pharmaceuticals
TRPX,Therapix Biosciences Ltd.,3.8674,13520000.0,2017.0,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",23.68,1300000000.0,,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",2.2,108220000.0,,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",8.14,265959999.0,2010.0,,
TBRGU,"Thunder Bridge Acquisition, Ltd.",10.04,,2018.0,Finance,Business Services
TIBR,Tiberius Acquisition Corporation,9.61,207220000.0,2018.0,Finance,Business Services
TIBRU,Tiberius Acquisition Corporation,10.07,,2018.0,Finance,Business Services
TIBRW,Tiberius Acquisition Corporation,0.56,,2018.0,Finance,Business Services
TIG,TiGenix,40.7,602500000.0,2016.0,Health Care,Major Pharmaceuticals
TTS,"Tile Shop Hldgs, Inc.",8.25,433010000.0,,Consumer Services,Home Furnishings
TSBK,"Timberland Bancorp, Inc.",38.95,287950000.0,,Finance,Banks
TNTR,"Tintri, Inc.",0.2121,7190000.0,2017.0,Technology,EDP Services
TIPT,Tiptree Inc.,6.95,258620000.0,,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,15.44,340910000.0,2007.0,Consumer Services,Other Specialty Stores
TMDI,Titan Medical Inc.,5.77,80760000.0,,Health Care,Medical/Dental Instruments
TTNP,"Titan Pharmaceuticals, Inc.",1.018,21590000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",35.925,1430000000.0,,Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,13.85,1700000000.0,,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",59.14,50080000000.0,,Public Utilities,Telecommunications Equipment
TMSR,TMSR Holding Company Limited,3.9955,91180000.0,2015.0,Finance,Business Services
TOCA,Tocagen Inc.,10.08,200720000.0,2017.0,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,4.12,34860000.0,,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",1.03,18800000.0,1996.0,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,0.9339,15850000.0,,Transportation,Marine Transportation
TRCH,"Torchlight Energy Resources, Inc.",1.33,92820000.0,,Energy,Oil & Gas Production
TRMD,TORM plc,7.25,535820000.0,,Transportation,Marine Transportation
TSEM,Tower Semiconductor Ltd.,21.53,2130000000.0,1994.0,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",14.1,383590000.0,2006.0,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,32.6,2360000000.0,,,
TPIC,"TPI Composites, Inc.",28.9,985400000.0,2016.0,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",2.65,78790000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,76.13,9290000000.0,1994.0,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,0.8501,30780000.0,,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,12.3,91050000.0,1996.0,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",19.75,142150000.0,,Capital Goods,Electrical Products
TGA,TransGlobe Energy Corporation,2.87,207230000.0,,Energy,Oil & Gas Production
TBIO,"Translate Bio, Inc.",12.92,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TA,TravelCenters of America LLC,3.55,142000000.0,,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,23.9278,,,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,23.9,,,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,23.5,,,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,16.9,210600000.0,,Technology,EDP Services
TRMT,Tremont Mortgage Trust,13.19,41460000.0,2017.0,,
TRVN,"Trevena, Inc.",1.54,104670000.0,2014.0,Health Care,Major Pharmaceuticals
TCDA,"Tricida, Inc.",32.94,963250000.0,2018.0,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,37.8,868260000.0,,Finance,Major Banks
TDAC,Trident Acquisitions Corp.,9.76,,2018.0,Finance,Business Services
TDACU,Trident Acquisitions Corp.,10.04,,2018.0,Finance,Business Services
TDACW,Trident Acquisitions Corp.,0.35,,2018.0,Finance,Business Services
TRIL,Trillium Therapeutics Inc.,5.95,80430000.0,,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,29.6,1360000000.0,2007.0,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,32.41,8080000000.0,1990.0,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,5.07,106110000.0,1992.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TMCX,Trinity Merger Corp.,9.77,,2018.0,Finance,Business Services
TMCXU,Trinity Merger Corp.,10.06,,2018.0,Finance,Business Services
TMCXW,Trinity Merger Corp.,0.39,,2018.0,Finance,Business Services
TRIP,"TripAdvisor, Inc.",56.24,7730000000.0,,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",26.65,772680000.0,2013.0,Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",26.31,762820000.0,,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",41.4,1090000000.0,2014.0,Finance,Major Banks
TRVG,trivago N.V.,4.6,1610000000.0,2016.0,Technology,EDP Services
TRNC,"tronc, Inc.",17.99,634830000.0,,Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",0.736,10370000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",10.51,1060000000.0,2014.0,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",1.6,7190000.0,2013.0,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",38.27,1170000000.0,,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,8.95,863040000.0,,Finance,Major Banks
TRMK,Trustmark Corporation,32.81,2220000000.0,,Finance,Major Banks
TSRI,"TSR, Inc.",7.395,14510000.0,,Technology,EDP Services
TTEC,"TTEC Holdings, Inc.",35.15,1620000000.0,1996.0,Technology,Professional Services
TTMI,"TTM Technologies, Inc.",17.63,1820000000.0,2000.0,Technology,Electrical Products
TCX,Tucows Inc.,60.05,636060000.0,,Technology,EDP Services
TUES,Tuesday Morning Corp.,2.875,131820000.0,1999.0,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,8.36,1080000000.0,2014.0,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,21.21,289600000.0,,Consumer Durables,Telecommunications Equipment
TWLVU,Twelve Seas Investment Company,10.06,,2018.0,Finance,Business Services
FOX,"Twenty-First Century Fox, Inc.",48.03,88980000000.0,,Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",48.6,59340000000.0,,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",24.7,285320000.0,,Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,19.16,163440000.0,,Finance,Major Banks
TYME,"Tyme Technologies, Inc.",3.41,345180000.0,,Health Care,Major Pharmaceuticals
USCR,"U S Concrete, Inc.",52.65,885050000.0,,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",1.475,51590000.0,2007.0,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,1.4,17630000.0,,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",1.84,27870000.0,,Finance,Investment Managers
USAU,U.S. Gold Corp.,1.24,21520000.0,,,
UBNT,"Ubiquiti Networks, Inc.",83.61,6190000000.0,2011.0,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",32.35,237720000.0,1993.0,Capital Goods,Containers/Packaging
ULTA,"Ulta Beauty, Inc.",235.28,14160000000.0,2007.0,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",15.64,605650000.0,2004.0,Technology,Semiconductors
UPL,Ultra Petroleum Corp.,2.17,427610000.0,,Energy,Oil & Gas Production
RARE,Ultragenyx Pharmaceutical Inc.,78.2,3890000000.0,2014.0,Health Care,Major Pharmaceuticals
